id,submissionLink,submitters,emails,isVideo
750,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,ÅÍÎÏ˝ÓÔÒÚÆ☃,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,false
751,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,"<>?:""{}|_+",1,true
752,١٢٣,1/2,1.00,false
753,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,/dev/null; touch /tmp/blns.fail ; echo,社會科學院語學研究所,true
754,Ω≈ç√∫˜µ≤≥÷,1/2,1;DROP TABLE users,false
755,åß∂ƒ©˙∆˚¬…æ,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮, ,false
756,(｡◕ ∀ ◕｡),ÅÍÎÏ˝ÓÔÒÚÆ☃,-1E+02,false
757,ÅÍÎÏ˝ÓÔÒÚÆ☃,-1E02, test ,false
758,åß∂ƒ©˙∆˚¬…æ,!@#$%^&*(),␢,true
759,'',Œ„´‰ˇÁ¨ˆØ∏”’,₀₁₂,false
760,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,, test ,false
761,-1E2,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,-1E02,false
762,␣,᠎,",./;'[]\-=",false
763,␡,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",部落格,false
764,-1.00,00˙Ɩ$-,`⁄€‹›ﬁﬂ‡°·‚—±,false
765,₀₁₂,nil,Ω≈ç√∫˜µ≤≥÷,true
766,!@#$%^&*(),"'""'",⁰⁴⁵₀₁₂,false
767,'',ÅÍÎÏ˝ÓÔÒÚÆ☃,"""",false
768,null,"__ﾛ(,_,*)",✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,true
769,ÅÍÎÏ˝ÓÔÒÚÆ☃,(╯°□°）╯︵ ┻━┻)  ,-1E+02,false
770,!@#$%^&*(),-1/2,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,false
771,nil,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",(╯°□°）╯︵ ┻━┻)  ,true
772,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,œ∑´®†¥¨ˆøπ“‘,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,true
773,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",1.00,-1,false
774,הָיְתָהtestالصفحات التّحول,1,1E02,false
775,᠎,(｡◕ ∀ ◕｡),הָיְתָהtestالصفحات التّحول,false
776,test⁠test‫,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },"__ﾛ(,_,*)",false
777,"<>?:""{}|_+",",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",部落格,false
778,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,・(￣∀￣)・:*:,　,false
779,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,😍,-1,true
780,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,田中さんにあげて下さい,true
781,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,👩🏽,/dev/null; touch /tmp/blns.fail ; echo,true
782,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",",./;'[]\-=",社會科學院語學研究所,true
783,`⁄€‹›ﬁﬂ‡°·‚—±,‪‪test‪,᠎,false
784,<script>alert('hi')</script>,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,false
785,`⁄€‹›ﬁﬂ‡°·‚—±, ,",./;'[]\-=",true
786,œ∑´®†¥¨ˆøπ“‘,00˙Ɩ$-,`⁄€‹›ﬁﬂ‡°·‚—±,true
787,œ∑´®†¥¨ˆøπ“‘,NULL,1E+02,true
788,｀ｨ(´∀｀∩,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,`⁄€‹›ﬁﬂ‡°·‚—±,true
789,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",null,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,true
790,␡,null,␢,false
791,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,-1.00,␡,true
792,0/0,$1.00,<svg><script>0<1>alert('XSS')</script>,true
793,¸˛Ç◊ı˜Â¯˘¿,・(￣∀￣)・:*:,test⁠test‫,false
794,test⁠test‫,/dev/null; touch /tmp/blns.fail ; echo,-1E02,false
795,ÅÍÎÏ˝ÓÔÒÚÆ☃,‫test‫,../../../../../../../../../../../etc/passwd%00,false
796, ,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,␣,true
797,₀₁₂,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",,false
798,　,-1.00,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,true
799,1E2,null,ÅÍÎÏ˝ÓÔÒÚÆ☃,false
800,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ","ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",1E02,true
801,ÅÍÎÏ˝ÓÔÒÚÆ☃,😍,部落格,true
802,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,사회과학원 어학연구소,"""'""'""''''""",false
803,사회과학원 어학연구소,울란바토르,הָיְתָהtestالصفحات التّحول,false
804,␢,-1E2,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,false
805,åß∂ƒ©˙∆˚¬…æ,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,false
806,₀₁₂,0/0,1/2,true
807,"__ﾛ(,_,*)",00˙Ɩ$-,部落格,false
808,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,和製漢語,$1.00,false
809,‫test‫,0.00,test⁠test‫,false
810,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,１２３,1/0,true
811,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,ÅÍÎÏ˝ÓÔÒÚÆ☃,⁰⁴⁵,true
812,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,"""""",../../../../../../../../../../../etc/passwd%00,false
813,😍,1E+02,1E+02,false
814,-1E02,../../../../../../../../../../../etc/hosts,ÅÍÎÏ˝ÓÔÒÚÆ☃,true
815,0/0,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.","""",true
816,␡,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",⁰⁴⁵,true
817,NIL,0/0,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,true
818,null,`⁄€‹›ﬁﬂ‡°·‚—±,"""",true
819, test ,‪‪test‪,() { 0; }; touch /tmp/blns.shellshock1.fail;,true
820,() { 0; }; touch /tmp/blns.shellshock1.fail;,<svg><script>0<1>alert('XSS')</script>,œ∑´®†¥¨ˆøπ“‘,false
821,₀₁₂,Ω≈ç√∫˜µ≤≥÷,사회과학원 어학연구소,false
822,'',部落格,1E+02,true
823,1.00,Ω≈ç√∫˜µ≤≥÷,œ∑´®†¥¨ˆøπ“‘,false
824,`⁄€‹›ﬁﬂ‡°·‚—±,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,​,false
825,null,"""''''""'""","""""",true
826,NIL,‫test‫,",./;'[]\-=",true
827,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,-1E+02,<svg><script>0<1>alert('XSS')</script>,true
828,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,!@#$%^&*(),Œ„´‰ˇÁ¨ˆØ∏”’,true
829,₀₁₂,-1.00,田中さんにあげて下さい,true
830,0.00,"""",👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,true
831,"__ﾛ(,_,*)",åß∂ƒ©˙∆˚¬…æ,¸˛Ç◊ı˜Â¯˘¿,false
832,⁦test⁧,NULL,1E2,false
833,(╯°□°）╯︵ ┻━┻)  ,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,true
834,-1E02,(｡◕ ∀ ◕｡),ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,true
835,¡™£¢∞§¶•ªº–≠,הָיְתָהtestالصفحات التّحول,・(￣∀￣)・:*:,true
836,⁰⁴⁵,<svg><script>0<1>alert('XSS')</script>,,false
837,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,社會科學院語學研究所,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,false
838,⁦test⁧,-$1.00,部落格,true
839,() { 0; }; touch /tmp/blns.shellshock1.fail;,パーティーへ行かないか,"""",true
840,パーティーへ行かないか,!@#$%^&*(),(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,false
841,¡™£¢∞§¶•ªº–≠,-1E+02,() { 0; }; touch /tmp/blns.shellshock1.fail;,true
842,1E02,᠎,"__ﾛ(,_,*)",true
843,᠎,NULL,‫test‫,false
844,",./;'[]\-=",‪‪test‪,␢,true
845,!@#$%^&*(),Œ„´‰ˇÁ¨ˆØ∏”’,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,true
846,‪‪test‪,$1.00,1E02,true
847,"'""'","""",和製漢語,false
848,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,1'; DROP TABLE users--,NIL,true
849,!@#$%^&*(),1E+02,-1,true
850,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,null,false
851,"""""",␢,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,false
852,<img src=x onerror=alert('hi') />,😍,¡™£¢∞§¶•ªº–≠,false
853,1E2,１２３,1,false
854,åß∂ƒ©˙∆˚¬…æ,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",הָיְתָהtestالصفحات التّحول,false
855,,œ∑´®†¥¨ˆøπ“‘,・(￣∀￣)・:*:,false
856,test⁠test‫,<img src=x onerror=alert('hi') />,␣,false
857,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,‪‪test‪,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",false
858,1.00,1E+02,田中さんにあげて下さい,true
859,<svg><script>0<1>alert('XSS')</script>,1E2,1/2,true
860,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,田中さんにあげて下さい,﻿,false
861,␣,部落格,和製漢語,false
862,"<>?:""{}|_+","""",👩🏽,true
863,社會科學院語學研究所,᠎,$1.00,true
864,1'; DROP TABLE users--,울란바토르,田中さんにあげて下さい,true
865,(╯°□°）╯︵ ┻━┻)  ,パーティーへ行かないか,¸˛Ç◊ı˜Â¯˘¿,true
866,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,'',,false
867, test ,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",¸˛Ç◊ı˜Â¯˘¿,true
868,-1/2,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,‫test‫,true
869,"'""'",-1.00,ÅÍÎÏ˝ÓÔÒÚÆ☃,true
870,1;DROP TABLE users,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,/dev/null; touch /tmp/blns.fail ; echo,true
871,-1E2,¸˛Ç◊ı˜Â¯˘¿,(╯°□°）╯︵ ┻━┻)  ,false
872,0.00,0.00,Ω≈ç√∫˜µ≤≥÷,true
873,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },᠎,true
874,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,사회과학원 어학연구소,false
875,`⁄€‹›ﬁﬂ‡°·‚—±,nil,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,false
876,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,false
877,åß∂ƒ©˙∆˚¬…æ,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",הָיְתָהtestالصفحات التّحول,false
878,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,"'""'",1,false
879,00˙Ɩ$-,1E02,"'""'",true
880,울란바토르,1E2,1/0,false
881,1E2,｀ｨ(´∀｀∩,​,true
882,0.00,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",<script>alert('hi')</script>,true
883,🐵 🙈 🙉 🙊,-1,`⁄€‹›ﬁﬂ‡°·‚—±,true
884,1,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,NULL,false
885,Œ„´‰ˇÁ¨ˆØ∏”’,１２３,åß∂ƒ©˙∆˚¬…æ,true
886,｀ｨ(´∀｀∩,"<>?:""{}|_+",999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,false
887,NIL,NULL,-1E+02,true
888,../../../../../../../../../../../etc/passwd%00,᠎,nil,false
889,‪‪test‪,1/2,　,false
890,🐵 🙈 🙉 🙊,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,"""'""'""''''""",true
891,הָיְתָהtestالصفحات التّحول, test ,1E+02,true
892,1;DROP TABLE users,1,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,false
893,-1E02,｀ｨ(´∀｀∩,NULL,false
894,👩🏽,1,Œ„´‰ˇÁ¨ˆØ∏”’,false
895,Œ„´‰ˇÁ¨ˆØ∏”’,0/0,../../../../../../../../../../../etc/passwd%00,true
896,œ∑´®†¥¨ˆøπ“‘,1/2, test ,false
897,`⁄€‹›ﬁﬂ‡°·‚—±,1/2,Ω≈ç√∫˜µ≤≥÷,false
898,1/0,"__ﾛ(,_,*)",Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,false
899,"<>?:""{}|_+",1E+02,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",true
900,社會科學院語學研究所,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,-1.00,true
